   1.0000000e-01   1.1801226e-01   1.5097265e-01   1.7852974e-01   9.5917710e-02   9.0463584e-02   9.1543266e-02
   1.5000000e-01   1.7216332e-01   2.2804460e-01   2.8293384e-01   1.2020611e-01   1.1311837e-01   1.1364584e-01
   2.0000000e-01   2.3182101e-01   3.2155822e-01   3.8801723e-01   1.3994919e-01   1.3688178e-01   1.3343206e-01
   2.5000000e-01   2.8737025e-01   3.8734934e-01   4.8444159e-01   1.6075721e-01   1.4746628e-01   1.5351943e-01
   3.0000000e-01   3.4860129e-01   4.8245889e-01   5.7782062e-01   1.7753171e-01   1.7013406e-01   1.7393296e-01
   3.5000000e-01   4.0396681e-01   5.6067001e-01   7.0467124e-01   1.9292302e-01   1.8392992e-01   2.1020156e-01
   4.0000000e-01   4.5888022e-01   6.3235256e-01   7.8007572e-01   2.0412237e-01   2.0390255e-01   2.2094324e-01
   4.5000000e-01   5.1802178e-01   7.0965878e-01   8.7725340e-01   2.1640190e-01   2.1249704e-01   2.6951468e-01
   5.0000000e-01   6.0458139e-01   7.7806761e-01   9.4491719e-01   2.3438228e-01   2.3328497e-01   2.7464528e-01
   5.5000000e-01   6.5979154e-01   8.9292654e-01   1.0411249e+00   2.4288863e-01   2.5599595e-01   2.9191245e-01
   6.0000000e-01   6.8325757e-01   9.4830373e-01   1.1362312e+00   2.5360677e-01   2.7004776e-01   3.1641745e-01
   6.5000000e-01   7.3126621e-01   1.0258381e+00   1.2441309e+00   2.5988308e-01   2.7466524e-01   3.3453399e-01
   7.0000000e-01   7.9325050e-01   1.0942658e+00   1.3150078e+00   2.7805291e-01   2.8559528e-01   3.6238022e-01
   7.5000000e-01   8.9403973e-01   1.1350437e+00   1.3750654e+00   2.8886123e-01   2.9043600e-01   3.6183944e-01
   8.0000000e-01   9.1996177e-01   1.2786186e+00   1.4624486e+00   2.8824000e-01   3.2290379e-01   3.8717113e-01
   8.5000000e-01   9.8385080e-01   1.3259922e+00   1.5607629e+00   3.0637538e-01   3.3271565e-01   4.1618336e-01
   9.0000000e-01   1.0251242e+00   1.3678756e+00   1.6086946e+00   3.1341488e-01   3.3705613e-01   4.1390862e-01
   9.5000000e-01   1.0778355e+00   1.4770857e+00   1.6707148e+00   3.1849866e-01   3.4689706e-01   4.1722055e-01
   1.0000000e+00   1.1004965e+00   1.4940091e+00   1.7148400e+00   3.2067730e-01   3.6522122e-01   4.3202961e-01
