   1.0000000e-01   3.0417661e-01   3.6519783e-01   4.2820451e-01   2.7787070e-01   3.0057261e-01   3.2577522e-01
   1.5000000e-01   3.3815793e-01   4.3606198e-01   5.2083708e-01   2.9143307e-01   3.3113299e-01   3.7313929e-01
   2.0000000e-01   3.7421997e-01   5.0244918e-01   6.0108272e-01   3.0800761e-01   3.7219270e-01   4.2355516e-01
   2.5000000e-01   4.0554751e-01   5.4899808e-01   6.6674292e-01   3.2009547e-01   3.8720652e-01   4.5949191e-01
   3.0000000e-01   4.4277436e-01   6.0704514e-01   7.3286437e-01   3.4189464e-01   4.2952983e-01   4.9676778e-01
   3.5000000e-01   4.7664555e-01   6.4931145e-01   8.0581600e-01   3.5999387e-01   4.5366024e-01   5.5294979e-01
   4.0000000e-01   4.9953575e-01   6.9453388e-01   8.4876508e-01   3.7020767e-01   4.9128387e-01   5.7474609e-01
   4.5000000e-01   5.3121540e-01   7.3988687e-01   8.9525296e-01   3.8616575e-01   5.0279499e-01   6.1384190e-01
   5.0000000e-01   5.6728415e-01   7.7216911e-01   9.3232430e-01   4.1169991e-01   5.2595583e-01   6.4506397e-01
   5.5000000e-01   5.9271452e-01   8.1267152e-01   9.7672121e-01   4.2144635e-01   5.6136248e-01   6.6528267e-01
   6.0000000e-01   6.0367474e-01   8.4995411e-01   1.0201461e+00   4.2741051e-01   5.8721737e-01   7.0514995e-01
   6.5000000e-01   6.2438381e-01   8.8095803e-01   1.0672336e+00   4.3776760e-01   6.0461768e-01   7.3569654e-01
   7.0000000e-01   6.6214178e-01   9.0559426e-01   1.0959898e+00   4.6918277e-01   6.1521209e-01   7.7131037e-01
   7.5000000e-01   6.8401279e-01   9.2908148e-01   1.1213903e+00   4.7817847e-01   6.2311139e-01   7.6923108e-01
   8.0000000e-01   6.9367028e-01   9.8607392e-01   1.1534129e+00   4.8392425e-01   6.9975364e-01   7.9938062e-01
   8.5000000e-01   7.2026254e-01   9.9859224e-01   1.1950489e+00   5.0956584e-01   6.9415912e-01   8.3900318e-01
   9.0000000e-01   7.3627680e-01   1.0121287e+00   1.2165341e+00   5.1614685e-01   6.9196178e-01   8.4306798e-01
   9.5000000e-01   7.5804121e-01   1.0443188e+00   1.2386255e+00   5.2509490e-01   7.1915487e-01   8.5007636e-01
   1.0000000e+00   7.6967028e-01   1.0629856e+00   1.2616893e+00   5.3116044e-01   7.3996755e-01   8.6840477e-01
